,county,state,totalpop,income,professional,service,office,drive,carpool,transit,workathome,meancommute,unemployment,party,perc_men,perc_white,perc_private_work,perc_citizen,perc_employed
805,Harrison,TX,66417.0,45974.0,0.321,0.15,0.22399999999999998,0.871,0.071,0.001,0.033,0.215,0.077,R,0.4907478507008748,0.6504559270516718,0.8059999999999999,0.7048948311426292,0.431365463661412
806,Kauai,HI,69691.0,65101.0,0.293,0.29,0.228,0.7809999999999999,0.102,0.01,0.061,0.22399999999999998,0.054000000000000006,D,0.5018008064168974,0.3579072532699168,0.73,0.709273794320644,0.48781047768004476
807,Garfield,CO,57076.0,56590.0,0.304,0.198,0.21,0.706,0.126,0.044000000000000004,0.067,0.28800000000000003,0.069,R,0.5113532833415095,0.6967545638945232,0.7697697697697699,0.6329981077861098,0.509461069451258
808,Cumberland,TN,57455.0,38576.0,0.272,0.19,0.242,0.848,0.10099999999999999,0.001,0.031,0.22,0.09,R,0.48772082499347313,0.9595551061678463,0.7647647647647646,0.8056914106692193,0.35295448611957186
809,Tuscola,MI,54420.0,43768.0,0.261,0.20800000000000002,0.212,0.816,0.11800000000000001,0.0,0.036000000000000004,0.299,0.09300000000000001,R,0.500606394707828,0.950354609929078,0.8118118118118118,0.7766446159500183,0.4239985299522234
810,Hood,TX,53171.0,56100.0,0.34600000000000003,0.15,0.245,0.8270000000000001,0.091,0.001,0.057999999999999996,0.318,0.05,R,0.4940098926106336,0.8629032258064516,0.7859999999999999,0.7592296552632074,0.4176712869797446
811,Umatilla,OR,76738.0,48101.0,0.26899999999999996,0.198,0.213,0.804,0.10800000000000001,0.004,0.031,0.179,0.094,R,0.5213062628684615,0.7004132231404959,0.743,0.6727696838593656,0.4228674190101384
812,DeKalb,AL,71068.0,38192.0,0.242,0.157,0.213,0.861,0.10400000000000001,0.0,0.021,0.228,0.077,R,0.4991557381662633,0.8238289205702649,0.788,0.6942787189733776,0.3908650869589689
813,Pike,PA,56632.0,60180.0,0.319,0.20199999999999999,0.247,0.797,0.092,0.028999999999999998,0.042,0.44,0.11599999999999999,R,0.4988169232942506,0.8296146044624746,0.781,0.7639850261336347,0.42943918632575223
814,Somerset,ME,51577.0,40066.0,0.26899999999999996,0.183,0.235,0.8029999999999999,0.113,0.001,0.04,0.254,0.095,R,0.49244818426818154,0.9796126401630989,0.786,0.7901002384783915,0.4318785505167032
815,Lawrence,OH,61827.0,42874.0,0.297,0.188,0.233,0.88,0.075,0.004,0.019,0.237,0.08,R,0.4884920827470199,0.9644670050761421,0.8051948051948051,0.7702136606984004,0.3960890872919598
816,Spalding,GA,63873.0,40246.0,0.268,0.18100000000000002,0.254,0.851,0.1,0.004,0.017,0.285,0.124,R,0.48352198894681636,0.6097560975609756,0.7737737737737738,0.7377452131573591,0.3674635605028729
817,Winona,MN,51213.0,50547.0,0.32799999999999996,0.183,0.22899999999999998,0.7659999999999999,0.083,0.019,0.046,0.175,0.062,R,0.49173061527346573,0.9283551967709384,0.823,0.7966141409407768,0.5527307519575108
818,Jefferson,AR,73548.0,36747.0,0.289,0.21600000000000003,0.218,0.848,0.086,0.005,0.024,0.212,0.11199999999999999,D,0.49171969326154347,0.40950455005055614,0.6966966966966966,0.7573965301571762,0.3823217490618372
819,Troup,GA,68867.0,41489.0,0.29100000000000004,0.16899999999999998,0.221,0.852,0.085,0.003,0.015,0.22,0.11900000000000001,R,0.4819289354843394,0.594704684317719,0.818,0.719183353420361,0.4164113436043388
820,Washington,VA,54759.0,43310.0,0.344,0.171,0.248,0.8420000000000001,0.08800000000000001,0.003,0.042,0.23199999999999998,0.069,R,0.4947497215069669,0.9656565656565655,0.7809999999999999,0.8017312222648332,0.4463558501798791
821,Marion,OH,65943.0,42966.0,0.27699999999999997,0.179,0.20199999999999999,0.851,0.096,0.006999999999999999,0.017,0.23,0.096,R,0.5310950366225377,0.911042944785276,0.8230000000000001,0.7800979633926269,0.3883353805559347
822,Sampson,NC,63873.0,35490.0,0.24600000000000002,0.16399999999999998,0.20600000000000002,0.7929999999999999,0.151,0.005,0.03,0.264,0.10400000000000001,R,0.49156920764642337,0.5357873210633947,0.7879999999999999,0.67884708718864,0.4200992594680068
823,Wayne,IN,67866.0,38494.0,0.293,0.207,0.222,0.847,0.07400000000000001,0.005,0.027999999999999997,0.192,0.09,R,0.48513246692010725,0.9145211122554068,0.828,0.7630625055255945,0.41901688621695693
824,Worcester,MD,51519.0,56773.0,0.36,0.21899999999999997,0.247,0.804,0.069,0.013999999999999999,0.062,0.23399999999999999,0.099,R,0.48560725169354996,0.8097165991902834,0.7602397602397603,0.8017042256254974,0.44602962014014247
825,Goodhue,MN,46377.0,57062.0,0.345,0.17,0.203,0.8059999999999999,0.083,0.01,0.051,0.235,0.053,R,0.49804860167755566,0.940162271805274,0.8111888111888111,0.7535631886495461,0.5102098022726783
826,Lenoir,NC,58782.0,34717.0,0.266,0.217,0.20199999999999999,0.778,0.166,0.008,0.019,0.215,0.131,R,0.475876969140213,0.5153061224489797,0.7282717282717283,0.7353611649824776,0.4078119152121398
827,Waupaca,WI,52125.0,51994.0,0.253,0.179,0.193,0.831,0.087,0.003,0.037000000000000005,0.22399999999999998,0.057,R,0.506052757793765,0.9576612903225806,0.8230000000000001,0.7737937649880096,0.4931031175059952
828,Pottawatomie,OK,71136.0,44688.0,0.31,0.193,0.235,0.835,0.083,0.002,0.034,0.233,0.068,R,0.476636302294197,0.7761351636747625,0.679,0.746584008097166,0.412814889788574
829,Bradford,PA,62228.0,48987.0,0.28300000000000003,0.161,0.21,0.804,0.091,0.003,0.035,0.22899999999999998,0.055999999999999994,R,0.4928006685093527,0.9736842105263158,0.8278278278278278,0.7732692678536993,0.4288905315934949
830,Blount,AL,57710.0,45813.0,0.285,0.141,0.239,0.8490000000000001,0.11199999999999999,0.004,0.023,0.349,0.077,R,0.49405648934326807,0.8932926829268294,0.8191808191808191,0.7337549818055796,0.3844914226303933
831,Isabella,MI,70669.0,39377.0,0.297,0.26899999999999996,0.24,0.774,0.08,0.013000000000000001,0.04,0.18100000000000002,0.113,R,0.4849509686000934,0.8898043254376931,0.769,0.8051337927521262,0.4727815590994637
832,Grant,IN,68896.0,40294.0,0.284,0.18899999999999997,0.265,0.8079999999999999,0.076,0.004,0.061,0.185,0.08800000000000001,R,0.4788376683697167,0.881808838643371,0.826,0.7842980724570366,0.42311600092893636
833,Lincoln,SD,49874.0,76094.0,0.447,0.114,0.256,0.8759999999999999,0.07200000000000001,0.001,0.035,0.19699999999999998,0.019,R,0.4977543409391667,0.9582059123343526,0.833,0.6990215342663512,0.5538557164053415
834,Whiteside,IL,57525.0,47401.0,0.26899999999999996,0.185,0.237,0.836,0.095,0.003,0.027000000000000003,0.192,0.081,R,0.49206431986093,0.859453993933266,0.814,0.7593568013906997,0.45781833985223813
835,Lowndes,MS,59699.0,40239.0,0.294,0.18,0.255,0.86,0.099,0.001,0.017,0.21,0.126,R,0.4768756595587866,0.5307150050352467,0.748,0.7475837116199602,0.4059029464480142
836,Columbia,OR,49389.0,53179.0,0.281,0.179,0.23,0.785,0.121,0.008,0.054000000000000006,0.326,0.098,R,0.4999898762882423,0.92173017507724,0.7942057942057942,0.7566867116159469,0.4122780376197129
837,Carson City,NV,54482.0,47668.0,0.302,0.22,0.255,0.8029999999999999,0.11800000000000001,0.003,0.024,0.174,0.113,R,0.5131786645130502,0.7049180327868851,0.7037037037037036,0.7281303916889982,0.43322565250908557
838,Darke,OH,52356.0,44632.0,0.249,0.149,0.19899999999999998,0.836,0.078,0.01,0.044000000000000004,0.228,0.076,R,0.49075559630223853,0.9747474747474747,0.8251748251748252,0.7520055008022003,0.4536442814577126
839,Halifax,NC,53407.0,32245.0,0.256,0.21600000000000003,0.221,0.83,0.121,0.001,0.017,0.239,0.141,D,0.47971239725129666,0.40122824974411464,0.767,0.7712284906472934,0.3693523320912989
840,Lincoln,MO,53850.0,53718.0,0.259,0.157,0.243,0.8390000000000001,0.11199999999999999,0.004,0.027999999999999997,0.341,0.095,R,0.4982544103992572,0.9502032520325203,0.8611388611388612,0.7239182915506035,0.44302692664809656
841,Laurel,KY,59751.0,36020.0,0.255,0.162,0.28300000000000003,0.846,0.107,0.002,0.027000000000000003,0.20600000000000002,0.124,R,0.4900503757259293,0.9677093844601412,0.8,0.7533932486485582,0.36951682817023984
842,Bristol,RI,49176.0,72458.0,0.47700000000000004,0.16899999999999998,0.222,0.81,0.068,0.023,0.048,0.255,0.068,D,0.48084431429965835,0.9473150962512664,0.7902097902097902,0.7743614771433219,0.5038433382137628
843,St. Francois,MO,66010.0,39741.0,0.26899999999999996,0.23,0.23,0.8340000000000001,0.134,0.0,0.013000000000000001,0.237,0.083,R,0.5391001363429784,0.9304435483870968,0.7722277722277724,0.7828813816088471,0.3845477957885169
844,Lee,NC,59418.0,45608.0,0.28,0.18899999999999997,0.231,0.841,0.102,0.003,0.028999999999999998,0.23399999999999999,0.10300000000000001,R,0.48958228146352956,0.5928934010152286,0.8091908091908092,0.6639233902184524,0.42778282675283585
845,Autauga,AL,55221.0,51281.0,0.332,0.17,0.242,0.875,0.08800000000000001,0.001,0.018000000000000002,0.265,0.076,R,0.4843266148747759,0.7711088504577823,0.736,0.7374911718368012,0.4343637384328426
846,Wise,TX,61243.0,56897.0,0.285,0.156,0.251,0.821,0.109,0.0,0.055,0.322,0.075,R,0.5007429420505201,0.7922998986828773,0.769,0.7044886762568784,0.44338128439168556
847,Edgecombe,NC,55280.0,32659.0,0.233,0.226,0.207,0.8270000000000001,0.087,0.009000000000000001,0.027000000000000003,0.212,0.154,D,0.46477930535455864,0.37793667007150156,0.802,0.746363965267728,0.3879522431259045
848,Pike,KY,63434.0,33183.0,0.292,0.175,0.24100000000000002,0.836,0.098,0.008,0.022000000000000002,0.245,0.107,R,0.4889964372418577,0.9759036144578314,0.7622377622377623,0.7821672919885235,0.32886149383611313
849,Queen Anne's,MD,48600.0,85963.0,0.406,0.155,0.257,0.794,0.1,0.016,0.064,0.34700000000000003,0.053,R,0.494320987654321,0.8821138211382114,0.7252747252747254,0.7621399176954733,0.520679012345679
850,Colbert,AL,54444.0,40576.0,0.273,0.155,0.257,0.907,0.06,0.002,0.015,0.228,0.09,R,0.483120270369554,0.8059244126659858,0.7867867867867868,0.7728124311218867,0.3910440085225185
851,Jackson,IL,59534.0,33871.0,0.38,0.20600000000000002,0.25,0.778,0.086,0.01,0.036000000000000004,0.188,0.10400000000000001,D,0.5019484664225484,0.7735263702171665,0.62,0.780461584976652,0.4303927167668895
852,Genesee,NY,59458.0,50880.0,0.304,0.184,0.225,0.8320000000000001,0.086,0.004,0.028999999999999998,0.21899999999999997,0.067,R,0.49811631740051804,0.926605504587156,0.7659999999999999,0.779289582562481,0.49909179588953545
853,Putnam,WV,56596.0,56774.0,0.375,0.157,0.278,0.86,0.086,0.002,0.036000000000000004,0.248,0.037000000000000005,R,0.4896812495582727,0.9705583756345179,0.807,0.765089405611704,0.45876033641953495
854,Huron,OH,58937.0,48745.0,0.235,0.16,0.205,0.826,0.095,0.008,0.023,0.228,0.07200000000000001,R,0.49351001917301524,0.9237804878048782,0.845,0.7311536046965403,0.4578957191577447
855,Herkimer,NY,64034.0,46229.0,0.32299999999999995,0.19699999999999998,0.24100000000000002,0.812,0.077,0.008,0.046,0.23399999999999999,0.087,R,0.4934566011806228,0.964467005076142,0.7622377622377622,0.7784145922478684,0.45404004122809755
856,Henry,IL,49883.0,53480.0,0.309,0.168,0.23199999999999998,0.84,0.094,0.001,0.034,0.237,0.057999999999999996,R,0.4962011105988012,0.9229989868287741,0.796,0.7580939398191768,0.4719844435980194
857,Muskogee,OK,70224.0,39984.0,0.282,0.205,0.22899999999999998,0.816,0.114,0.003,0.028999999999999998,0.203,0.08199999999999999,R,0.4889354066985646,0.6314631463146315,0.7240000000000001,0.7354038505354294,0.38673388015493276
858,Lamar,MS,58885.0,52035.0,0.387,0.135,0.267,0.84,0.087,0.002,0.02,0.249,0.085,R,0.4861000254733803,0.7560728744939269,0.7532467532467534,0.7277065466587416,0.4577056975460644
859,Scott,KY,50178.0,63027.0,0.34600000000000003,0.159,0.2,0.8320000000000001,0.095,0.004,0.037000000000000005,0.215,0.069,R,0.4929052572840687,0.8927477017364658,0.8008008008008008,0.7191996492486747,0.5003188648411655
860,Liberty,TX,77486.0,48729.0,0.239,0.149,0.23399999999999999,0.8590000000000001,0.10800000000000001,0.002,0.006,0.342,0.115,R,0.49278579356270813,0.6808510638297872,0.784,0.6970807629765376,0.35834860490927395
861,Bulloch,GA,72386.0,36032.0,0.32299999999999995,0.23,0.22899999999999998,0.787,0.111,0.009000000000000001,0.053,0.20600000000000002,0.091,R,0.4953858480921725,0.653061224489796,0.6950000000000001,0.7726770369961042,0.43024894316580553
862,Ashland,OH,53189.0,48003.0,0.304,0.171,0.217,0.8490000000000001,0.069,0.003,0.028999999999999998,0.235,0.078,R,0.489198894508263,0.9746707193515706,0.8419999999999999,0.759348737520916,0.4544548684878452
863,Grant,WI,51489.0,49067.0,0.3,0.166,0.221,0.7709999999999999,0.086,0.003,0.054000000000000006,0.204,0.046,R,0.5193536483520752,0.9646821392532795,0.7469999999999999,0.7862067626094894,0.5080114199149333
864,Lincoln,OR,46347.0,42101.0,0.28,0.275,0.24600000000000002,0.723,0.131,0.022000000000000002,0.062,0.191,0.079,D,0.48656870994886403,0.8641078838174273,0.723,0.7921332556584029,0.41974669342136495
865,Henry,VA,52580.0,35293.0,0.25,0.165,0.267,0.878,0.08900000000000001,0.003,0.022000000000000002,0.239,0.1,R,0.48075313807531384,0.7174796747967479,0.8178178178178179,0.7791365538227463,0.4082540890072271
866,Jefferson,WV,55214.0,66677.0,0.39899999999999997,0.182,0.228,0.768,0.121,0.025,0.05,0.389,0.084,R,0.49105299380591877,0.8597748208802457,0.716,0.7504799507371319,0.4784656065490636
867,Walker,GA,68285.0,41632.0,0.266,0.146,0.254,0.8690000000000001,0.08,0.003,0.027999999999999997,0.26899999999999996,0.084,R,0.49439847697151645,0.9279918864097364,0.8029999999999999,0.7660540382221571,0.4124478289521857
868,Dearborn,IN,49679.0,58680.0,0.29600000000000004,0.183,0.22699999999999998,0.85,0.094,0.005,0.026000000000000002,0.294,0.081,R,0.498520501620403,0.9717741935483872,0.852,0.7599790656011595,0.48630205922019365
869,Franklin,KY,49778.0,47964.0,0.364,0.14800000000000002,0.247,0.838,0.099,0.013999999999999999,0.025,0.182,0.087,R,0.4875848768532283,0.8448098663926001,0.6026026026026026,0.7699586162561775,0.4540359194825023
870,Pickaway,OH,56515.0,57439.0,0.32799999999999996,0.166,0.23199999999999998,0.8640000000000001,0.08199999999999999,0.001,0.033,0.27699999999999997,0.069,R,0.5284614704060869,0.9490835030549898,0.7749999999999999,0.7720605149075467,0.4384145801999469
871,Ogle,IL,52397.0,54849.0,0.313,0.163,0.207,0.8320000000000001,0.09699999999999999,0.004,0.042,0.247,0.08,R,0.4981773765673607,0.8915906788247213,0.798,0.7352138481210756,0.47691661736358953
872,Grays Harbor,WA,71419.0,43538.0,0.25,0.249,0.231,0.769,0.134,0.015,0.039,0.242,0.14300000000000002,R,0.5145409484870973,0.828335056876939,0.7112887112887113,0.7568154132653776,0.3668071521583892
873,St. Joseph,MI,61022.0,44449.0,0.24600000000000002,0.14400000000000002,0.193,0.792,0.129,0.002,0.031,0.218,0.086,R,0.49619809249123265,0.888888888888889,0.853,0.7285077513028089,0.4315165022450919
874,Lyon,NV,51657.0,47255.0,0.24600000000000002,0.192,0.256,0.8029999999999999,0.134,0.002,0.032,0.316,0.136,R,0.503339334456124,0.7923553719008266,0.7680000000000001,0.7267940453375148,0.38635615695839864
875,Itasca,MN,45354.0,47761.0,0.312,0.201,0.218,0.807,0.099,0.01,0.043,0.225,0.071,R,0.5059972659522864,0.9447287615148413,0.775,0.7840543281739207,0.4403139745116197
876,Beaufort,NC,47561.0,40391.0,0.293,0.18100000000000002,0.23,0.8640000000000001,0.076,0.002,0.032,0.24,0.115,R,0.47612539685877087,0.6659939455095862,0.767,0.7639873005193331,0.39498748975000525
877,Bedford,PA,49086.0,45930.0,0.258,0.171,0.221,0.812,0.10400000000000001,0.002,0.040999999999999995,0.278,0.073,R,0.49920547610316585,0.9798183652875883,0.8091908091908091,0.7886566434421219,0.45835879884284725
878,Kings,CA,150998.0,46481.0,0.251,0.22399999999999998,0.195,0.76,0.155,0.009000000000000001,0.032,0.21100000000000002,0.13,R,0.5560206095444973,0.3515463917525773,0.6819999999999999,0.6097034397806593,0.33748791374720194
879,Greene,TN,68576.0,35196.0,0.278,0.174,0.21100000000000002,0.8590000000000001,0.09,0.002,0.022000000000000002,0.22699999999999998,0.087,R,0.4879695520298647,0.945344129554656,0.7639999999999999,0.7878703919738684,0.4106392907139524
880,Seneca,OH,55929.0,45444.0,0.254,0.171,0.195,0.853,0.071,0.003,0.023,0.21,0.081,R,0.49963346385596025,0.9197969543147209,0.8400000000000001,0.7652380696955068,0.452841996102201
881,Columbus,NC,57230.0,34949.0,0.259,0.22899999999999998,0.22399999999999998,0.879,0.087,0.002,0.019,0.24100000000000002,0.09,R,0.4927310850952298,0.6105476673427993,0.75,0.7551808492049624,0.36250218416914204
882,Reno,KS,64058.0,45288.0,0.297,0.2,0.243,0.8240000000000001,0.095,0.006,0.04,0.177,0.057,R,0.5036373286708921,0.8711656441717791,0.7862137862137862,0.7485559961285085,0.46151924818133566
883,Taney,MO,53555.0,38357.0,0.24600000000000002,0.281,0.302,0.7490000000000001,0.156,0.01,0.045,0.207,0.09,R,0.48544486976005974,0.9229979466119097,0.8271728271728271,0.7598730277285034,0.4371954065913547
884,Effingham,GA,54630.0,63100.0,0.302,0.136,0.23399999999999999,0.861,0.095,0.001,0.03,0.307,0.06,R,0.4978217096833242,0.8153061224489796,0.7979999999999999,0.7174995423759839,0.46406736225517115
885,Tipton,TN,61674.0,53669.0,0.292,0.161,0.239,0.848,0.115,0.004,0.021,0.324,0.106,R,0.49463307066186724,0.7736040609137056,0.786,0.7297564613937803,0.44117456302493757
886,Jessamine,KY,50328.0,50558.0,0.345,0.184,0.228,0.8029999999999999,0.121,0.003,0.048,0.254,0.08800000000000001,R,0.48954856143697345,0.9215086646279308,0.804,0.7289381656334446,0.4589095533301542
887,Loudon,TN,50229.0,51107.0,0.308,0.16699999999999998,0.22,0.83,0.11,0.002,0.037000000000000005,0.255,0.08900000000000001,R,0.4865316848832348,0.897979797979798,0.8021978021978022,0.7608751916223695,0.3963646499034422
888,Cass,MI,51952.0,46570.0,0.282,0.154,0.21899999999999997,0.848,0.086,0.001,0.042,0.249,0.09699999999999999,R,0.5035224822913459,0.8977272727272728,0.8458458458458458,0.7753695719125346,0.43417000307976594
889,Shelby,OH,49067.0,54550.0,0.278,0.151,0.19399999999999998,0.867,0.08,0.002,0.026000000000000002,0.183,0.067,R,0.5011514867426172,0.9491869918699187,0.8510000000000001,0.7277396213340942,0.48197362789654963
890,Kerr,TX,50149.0,43810.0,0.316,0.22399999999999998,0.263,0.7909999999999999,0.128,0.0,0.055,0.19699999999999998,0.08,R,0.4824423218807952,0.7152988855116515,0.728,0.77453189495304,0.4092404634190113
891,Otsego,NY,61399.0,48588.0,0.368,0.20199999999999999,0.22399999999999998,0.722,0.095,0.018000000000000002,0.062,0.217,0.071,R,0.4865388687112168,0.9339430894308943,0.7227227227227228,0.8156321764198114,0.4635906122249548
892,Knox,ME,39723.0,50693.0,0.33799999999999997,0.17800000000000002,0.23600000000000002,0.757,0.10800000000000001,0.002,0.064,0.175,0.057,D,0.49548120736097473,0.9716312056737589,0.732,0.8006696372378722,0.4851093824736299
893,Mercer,WV,61891.0,36195.0,0.312,0.193,0.278,0.8440000000000001,0.09300000000000001,0.005,0.02,0.21600000000000003,0.051,R,0.4767898402029374,0.9206510681586978,0.772,0.7880144124347643,0.37877882083016917
894,Marion,WV,56790.0,43165.0,0.331,0.187,0.23199999999999998,0.846,0.08,0.008,0.033,0.24,0.049,R,0.49005106532840287,0.9451776649746194,0.773,0.7933615073076246,0.44764923402007395
895,Grundy,IL,50277.0,65887.0,0.289,0.17600000000000002,0.24,0.873,0.07,0.008,0.032,0.28,0.078,R,0.4988961155200191,0.8866396761133603,0.8361638361638363,0.7286433160291983,0.4751079022216918
896,Auglaize,OH,45873.0,54274.0,0.294,0.156,0.195,0.8740000000000001,0.062,0.002,0.026000000000000002,0.196,0.05,R,0.49582543108146404,0.9737638748738647,0.8438438438438439,0.7508120245024307,0.49525864887842524
897,Hardin,TX,55375.0,52614.0,0.322,0.132,0.235,0.863,0.098,0.001,0.019,0.27,0.055,R,0.4934537246049661,0.8799192734611504,0.8,0.7415620767494356,0.43219864559819415
898,Clinton,IA,48365.0,50498.0,0.278,0.171,0.242,0.8390000000000001,0.081,0.009000000000000001,0.034,0.195,0.048,R,0.49184327509562703,0.9319105691056909,0.852,0.7585650780523105,0.4872118267342086
899,Polk,WI,43572.0,50714.0,0.29100000000000004,0.163,0.20800000000000002,0.802,0.09699999999999999,0.003,0.059000000000000004,0.29600000000000004,0.068,R,0.50346552832094,0.9646464646464645,0.792,0.769829248141008,0.48391168640411275
900,Cerro Gordo,IA,43481.0,46122.0,0.302,0.177,0.248,0.815,0.087,0.011000000000000001,0.035,0.162,0.044000000000000004,R,0.4895011614268301,0.9320486815415822,0.8258258258258258,0.7831466617603091,0.5197902532140475
901,Waldo,ME,38976.0,44082.0,0.33799999999999997,0.2,0.22,0.752,0.10300000000000001,0.004,0.085,0.263,0.075,D,0.4914562807881773,0.9766260162601627,0.7190000000000001,0.7880747126436781,0.4715979064039409
902,Eagle,CO,52576.0,72214.0,0.34600000000000003,0.258,0.209,0.728,0.10300000000000001,0.071,0.064,0.205,0.044000000000000004,D,0.5304131162507608,0.6767676767676769,0.8490000000000001,0.6283475349969568,0.6047055690809495
903,Newaygo,MI,48029.0,43693.0,0.258,0.156,0.23199999999999998,0.804,0.11900000000000001,0.002,0.034,0.292,0.10099999999999999,R,0.5029461367090716,0.9188640973630832,0.8178178178178179,0.7544816673259905,0.3876616211039164
904,Boone,IL,53851.0,58248.0,0.29600000000000004,0.138,0.24,0.846,0.08800000000000001,0.003,0.045,0.29100000000000004,0.09699999999999999,R,0.4991922155577427,0.7568389057750761,0.8411588411588411,0.6750663868823235,0.45893298174592856
905,Barron,WI,45686.0,45714.0,0.266,0.171,0.20600000000000002,0.792,0.076,0.002,0.062,0.196,0.06,R,0.5036991638576369,0.9505050505050506,0.8079999999999999,0.7731033577025784,0.4871733134877205
906,Nacogdoches,TX,65531.0,39538.0,0.337,0.17300000000000001,0.226,0.7929999999999999,0.11699999999999999,0.002,0.03,0.196,0.086,R,0.47929987334238755,0.6107178968655207,0.72,0.7045825639773542,0.42175458943095634
907,Crawford,AR,61748.0,41268.0,0.28,0.17,0.244,0.86,0.09300000000000001,0.002,0.02,0.23,0.079,R,0.49020211180928935,0.8892339544513459,0.804,0.7223553799313338,0.4064747036341258
908,Washington,NY,62700.0,51143.0,0.27399999999999997,0.19699999999999998,0.222,0.792,0.105,0.009000000000000001,0.053,0.255,0.095,R,0.5178787878787878,0.9392712550607287,0.7399999999999999,0.7915311004784689,0.4584370015948963
909,Wayne,PA,51642.0,49919.0,0.27899999999999997,0.18,0.24600000000000002,0.812,0.08900000000000001,0.011000000000000001,0.057,0.303,0.078,R,0.5309631695131869,0.9202020202020201,0.7739999999999999,0.8100770690523218,0.4107315750745517
910,Grady,OK,53612.0,52279.0,0.292,0.17300000000000001,0.233,0.852,0.091,0.002,0.027000000000000003,0.261,0.043,R,0.49559800044766095,0.8689217758985203,0.7627627627627628,0.7444788480191002,0.4492650899052451
911,Charlottesville city,VA,45084.0,49775.0,0.495,0.226,0.184,0.601,0.07400000000000001,0.086,0.061,0.182,0.043,D,0.48289858929997337,0.680327868852459,0.6816816816816816,0.7678777393310265,0.5235782095643687
912,Washington,OK,51760.0,50023.0,0.364,0.183,0.233,0.816,0.114,0.004,0.031,0.175,0.053,R,0.4832109737248841,0.791889007470651,0.8049999999999999,0.740726429675425,0.44489953632148377
913,Douglas,WI,43799.0,47095.0,0.295,0.212,0.24100000000000002,0.799,0.092,0.015,0.037000000000000005,0.213,0.07,D,0.49918947921185414,0.9475308641975311,0.809,0.7841731546382338,0.4872257357473915
914,Camden,MO,43927.0,44816.0,0.29,0.222,0.254,0.7979999999999999,0.132,0.003,0.046,0.225,0.091,R,0.49258997882851097,0.9565656565656566,0.7752247752247752,0.7990529742527375,0.3961800259521479
915,Stokes,NC,46661.0,40696.0,0.298,0.175,0.18600000000000003,0.865,0.076,0.001,0.038,0.278,0.09300000000000001,R,0.4894237157369109,0.921450151057402,0.785,0.7811877156511862,0.42802340284177365
916,Sullivan,NH,43135.0,56032.0,0.35200000000000004,0.141,0.243,0.775,0.122,0.004,0.052000000000000005,0.254,0.057999999999999996,R,0.4910629419265098,0.9676440849342769,0.792,0.7937869479540977,0.5011475599860902
917,Ravalli,MT,40823.0,39480.0,0.33399999999999996,0.175,0.23199999999999998,0.7240000000000001,0.149,0.0,0.079,0.243,0.08199999999999999,R,0.49597040883815496,0.9510204081632654,0.7137137137137137,0.7881586360630037,0.4203267765720305
918,Venango,PA,53906.0,43644.0,0.281,0.195,0.228,0.799,0.113,0.006,0.039,0.22,0.081,R,0.49129966979557005,0.9766260162601627,0.7747747747747747,0.7917114977924535,0.4364449226431195
919,Culpeper,VA,48424.0,66697.0,0.359,0.16399999999999998,0.24,0.818,0.091,0.012,0.051,0.387,0.073,R,0.5038410705435321,0.7432432432432432,0.7502497502497503,0.7054146704113663,0.4564472162564018
920,Christian,KY,74159.0,39521.0,0.292,0.179,0.226,0.765,0.106,0.004,0.024,0.17,0.127,R,0.5244272441645653,0.703125,0.727,0.7022748418937688,0.3216871856416618
921,Gadsden,FL,46424.0,35567.0,0.289,0.233,0.254,0.8320000000000001,0.111,0.005,0.016,0.285,0.11199999999999999,D,0.47378511114940547,0.34042553191489366,0.622,0.7375926245045666,0.36043856625883164
922,Dunn,WI,44159.0,49788.0,0.314,0.17800000000000002,0.221,0.764,0.08900000000000001,0.001,0.059000000000000004,0.228,0.061,R,0.5047668651916937,0.9530132788559755,0.775,0.7875178332842682,0.5093865350211735
923,Knox,IL,52112.0,39976.0,0.3,0.195,0.23600000000000002,0.828,0.079,0.005,0.028999999999999998,0.182,0.07400000000000001,R,0.5019765121277249,0.8526422764227644,0.816,0.7863831747006448,0.41209318391157507
924,Macoupin,IL,46844.0,51206.0,0.311,0.154,0.24600000000000002,0.825,0.092,0.003,0.04,0.281,0.096,R,0.49470583212364444,0.977710233029382,0.7929999999999999,0.7788617539065835,0.4503885236102809
925,Fremont,CO,46809.0,40423.0,0.266,0.322,0.228,0.779,0.113,0.004,0.04,0.231,0.092,R,0.5768762417483817,0.7942973523421589,0.662,0.8136042214104126,0.2987246042427738
926,Pope,AR,62830.0,39810.0,0.28800000000000003,0.17600000000000002,0.23399999999999999,0.84,0.099,0.001,0.023,0.188,0.076,R,0.4947159000477479,0.8769230769230769,0.7950000000000002,0.7408721948113959,0.4362088174438962
927,Cherokee,SC,55863.0,35389.0,0.257,0.16699999999999998,0.24,0.861,0.10099999999999999,0.001,0.012,0.214,0.106,R,0.48515117340636915,0.746177370030581,0.8311688311688311,0.7487066573581799,0.3753110287668045
928,Ottawa,OH,41162.0,53914.0,0.3,0.18100000000000002,0.223,0.871,0.055,0.011000000000000001,0.043,0.23399999999999999,0.055,R,0.49638015645498273,0.9381965552178317,0.8228228228228229,0.7994023614012925,0.47468538943685923
929,Garfield,OK,62192.0,48238.0,0.265,0.177,0.233,0.845,0.099,0.002,0.027999999999999997,0.163,0.055999999999999994,R,0.4968806277334705,0.8020725388601037,0.7767767767767767,0.7080653460252122,0.45111911499871366
