party,totalpop,income,service,office,drive,carpool,transit,workathome,meancommute,unemployment,perc_men,perc_white,perc_private_work,perc_citizen,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
0.0,0.11241695532460706,0.8953085234093637,0.3132911392405063,0.4824281150159745,0.7412429378531075,0.31438127090301005,0.15883306320907617,0.15591397849462363,0.6511627906976745,0.16666666666666669,0.27298337313025556,0.5420760444124931,0.723338862328032,0.39518826946610464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2289038954601165,0.3579831932773109,0.5284810126582278,0.670926517571885,0.801129943502825,0.4448160535117057,0.022690437601296597,0.13978494623655913,0.6627906976744187,0.4387755102040817,0.28121888710640497,0.38251627330844873,0.7978339350180504,0.3748664673847437,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.09720464616834167,0.4608019207683073,0.300632911392405,0.6198083067092651,0.8316384180790961,0.3043478260869565,0.017828200972447323,0.1989247311827957,0.4215116279069767,0.217687074829932,0.24766666599345788,0.6219713325515189,0.8505411555953074,0.4928893148939557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.09972583514384814,0.3882545018007203,0.34810126582278483,0.7060702875399362,0.8745762711864407,0.22408026755852845,0.04213938411669368,0.1236559139784946,0.4098837209302325,0.2517006802721089,0.2074890233779425,0.6911733017292464,0.9602888086642599,0.632664439192318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2086547870861489,0.32753901560624243,0.43987341772151894,0.6805111821086263,0.8101694915254238,0.4448160535117057,0.027552674230145867,0.1129032258064516,0.6046511627906976,0.4285714285714286,0.2808058617776057,0.31347481250414816,0.7851985559566786,0.36626503413795697,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0927673615410693,0.2544153661464586,0.43987341772151894,0.7635782747603835,0.8372881355932205,0.27424749163879597,0.027552674230145867,0.14784946236559138,0.4156976744186046,0.28571428571428575,0.22612137913516528,0.7691108418488668,0.9169675090252706,0.7105643088844473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.11171194290246153,0.4045426170468187,0.37025316455696194,0.5878594249201278,0.7706214689265537,0.3377926421404682,0.056726094003241495,0.1989247311827957,0.4418604651162791,0.20408163265306123,0.29985094047468563,0.5052575636398294,0.7856241231692495,0.44491398301705365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.09862612733996731,0.3603937575030012,0.3575949367088607,0.670926517571885,0.8045197740112995,0.3311036789297659,0.055105348460291734,0.16397849462365588,0.45639534883720934,0.3027210884353742,0.23174838684192145,0.4990677878127272,0.9584837545126356,0.47246472122468197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.09520427179548842,0.23572629051620647,0.47784810126582283,0.6166134185303515,0.7898305084745764,0.32441471571906355,0.0972447325769854,0.08064516129032256,0.375,0.3163265306122449,0.2367988482669443,0.5409379770359063,0.9368231046931407,0.5550276120450828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.08870245736228922,0.27238415366146457,0.4272151898734177,0.757188498402556,0.840677966101695,0.32441471571906355,0.029173419773095625,0.1290322580645161,0.41860465116279066,0.34013605442176875,0.24181115033224576,0.5639651122107263,0.9151624548736464,0.6018045906811837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
